CDL,lon,lat,scl,coastal,blue,green,red,rededge1,rededge2,rededge3,nir,nir08,nir09,swir16,swir22,bbox,year,tile,scene_date
Fallow/Idle Cropland,-90.57181231647786,35.57395872415177,5,1450,1634,1506,1638,1799,2062,2255,2758,2505,2772,3427,2812,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57147893876137,35.57394342481523,5,1658,1576,1736,1842,2059,2228,2460,3232,2951,6057,3751,3094,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57114556117864,35.5739281245399,10,1658,1694,1898,2120,2386,2535,2777,3148,3201,6057,4065,3446,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57081218372967,35.57391282332573,10,1783,1872,2178,2238,2651,3391,3500,3744,3366,6673,4099,3558,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57047880641447,35.57389752117285,10,1783,2192,2546,2374,2949,3691,3532,4008,3336,6673,4176,3785,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57014542923305,35.57388221808121,10,1602,2138,2656,2486,2939,3433,3125,4304,3124,5423,4146,4082,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56981205218541,35.57386691405075,10,1602,2598,2720,2734,2744,2788,2691,4452,2936,5423,4293,4341,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56947867527158,35.573851609081586,10,1455,2654,2604,2296,2660,2861,2797,4516,2971,4885,4291,4296,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56914529849153,35.573836303173564,10,1455,2536,2580,2372,2737,3035,3099,4432,3181,4885,4222,4134,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56881192184531,35.57382099632685,10,1573,2236,2190,2212,2610,3106,3350,4152,3384,5915,4262,3866,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56847854533291,35.57380568854136,10,1573,2056,2278,2338,2742,3120,3445,3792,3788,5915,4185,3463,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56814516895433,35.573790379817105,10,2225,1746,1802,2100,2587,3187,3633,3088,3806,9890,4107,3298,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56781179270958,35.573775070154085,10,2225,1860,1906,2130,2776,3650,4178,3252,4484,9890,4128,3211,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56747841659869,35.57375975955223,10,3264,2144,2032,2402,3085,4193,4624,3892,4873,14871,4270,3305,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56714504062164,35.57374444801166,10,3264,2144,2252,2810,3741,4688,4876,4100,5004,14871,4472,3506,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.56681166477844,35.57372913553233,10,3760,2226,2648,3152,3878,4790,4979,4021,5218,16301,4555,3732,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.5631445393404,35.57356063630124,10,2633,2342,2956,2468,3061,4262,4747,4900,5032,12770,4029,2982,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56281116510415,35.57354531255677,10,2237,2128,2842,2452,3123,4216,4632,4916,4892,11005,4058,2870,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56247779100188,35.573529987873556,10,2237,2196,2758,2490,3034,4266,4643,4892,4913,11005,4038,2780,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56214441703358,35.57351466225157,10,1749,2106,2514,2330,2979,4179,4517,4716,4870,8647,4009,2790,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56181104319924,35.5734993356908,10,1749,2030,2230,1978,2559,3881,4390,4604,4606,8647,3812,2674,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.56147766949891,35.5734840081913,10,1526,1576,1864,1798,2282,3654,4382,4377,4677,7649,3629,2638,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56114429593258,35.57346867975305,10,1526,1548,1874,1896,2424,3797,4345,4288,4696,7649,3781,2789,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56081092250025,35.573453350376,10,1601,1782,1996,2026,2577,3880,4460,4496,4767,8289,3783,2752,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56047754920193,35.57343802006023,10,1601,1954,1992,1966,2577,3788,4354,4516,4647,8289,3776,2737,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.56014417603764,35.57342268880571,10,1748,1882,2214,2084,2593,3830,4334,4633,4667,9074,3715,2645,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55981080300738,35.573407356612414,10,1748,1754,2296,2056,2605,3889,4349,4508,4699,9074,3771,2649,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55947743011114,35.573392023480345,10,1732,1662,1830,1974,2543,3966,4517,4509,4755,8723,3689,2521,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55914405734897,35.573376689409585,10,1732,1722,1714,1810,2479,4056,4562,4528,4898,8723,3572,2456,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55881068472085,35.5733613544,10,1459,1494,1470,1628,2324,3875,4478,4353,4832,7829,3471,2419,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55847731222678,35.57334601845176,10,1459,1366,1594,1506,2205,3914,4527,4516,4838,7829,3368,2096,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.5581439398668,35.5733306815647,10,1394,1042,1426,1244,1876,3730,4525,4492,4840,7399,3137,2032,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55781056764089,35.57331534373889,10,1394,1134,1274,990,1641,3641,4444,4501,4803,7399,2959,2033,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55747719554905,35.57330000497433,10,1372,968,1244,1064,1609,3491,4405,4268,4774,6841,3009,2202,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55714382359133,35.573284665271025,4,1372,838,1102,1096,1710,3614,4394,4100,4765,6841,3092,2169,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.5568104517677,35.57326932462898,4,996,703,912,921,1573,3593,4358,4052,4630,5065,3003,1888,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55647708007818,35.57325398304816,4,996,753,1052,1013,1504,3477,4213,4000,4494,5065,3033,1898,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55614370852278,35.573238640528665,4,681,1072,1378,1518,1961,3166,3664,3683,3991,4265,3481,2593,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Dbl Crop WinWht/Soybeans,-90.55581033710152,35.573223297070335,4,681,776,972,836,1418,3119,3911,4107,4201,4265,3075,2133,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.55547696581439,35.57320795267331,4,607,688,983,997,1685,3020,3704,3836,4018,4219,3058,1993,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5551435946614,35.5731926073375,4,607,598,886,656,1647,3514,3985,4300,4388,4219,2973,1621,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.55481022364256,35.57317726106295,4,536,600,877,708,1546,3782,4312,4099,4775,4829,2858,1429,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.55447685275789,35.5731619138497,4,539,531,756,630,1444,3539,4123,4161,4634,4583,2813,1394,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.55414348200738,35.573146565697684,4,569,596,810,696,1671,3375,3987,4156,4523,4435,3077,1683,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.55381011139104,35.57313121660692,4,569,561,780,682,1641,3444,3966,4196,4449,4435,3063,1621,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Background,-90.59950209848118,35.57495774096192,4,618,734,1068,1058,1889,4142,4597,4124,5191,4060,2926,1814,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59916871085723,35.574942519595226,4,528,498,938,581,1734,4683,5442,5156,5761,5727,2644,1207,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59883532336636,35.574927297289726,4,528,522,998,574,1821,4497,5121,5348,5578,5727,2672,1365,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59850193600857,35.57491207404534,4,526,610,1026,736,1869,4309,4803,4712,5221,5753,2738,1480,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59816854878387,35.57489684986222,4,526,469,980,472,1743,5396,6210,6064,6544,5753,2595,1123,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59783516169229,35.57488162474023,4,511,510,938,542,1717,5088,5824,5528,6365,6118,2597,1137,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5975017747338,35.574866398679475,4,511,486,941,468,1660,5046,5766,5824,6254,6118,2582,1141,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59716838790844,35.57485117167985,4,504,487,954,495,1656,4846,5626,5692,5987,6100,2633,1214,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5968350012162,35.574835943741526,4,504,484,977,494,1689,5350,6157,5944,6479,6100,2602,1124,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5965016146571,35.57482071486431,4,490,478,980,406,1707,5683,6538,6528,6939,6519,2599,1082,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59616822823115,35.57480548504831,4,490,465,997,435,1742,5591,6468,6464,6846,6519,2649,1122,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59583484193834,35.57479025429349,4,513,500,924,496,1752,5313,6026,5648,6504,6057,2686,1205,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59550145577869,35.57477502259985,4,513,574,930,584,1838,4730,5405,5412,5866,6057,2840,1413,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59516806975222,35.574759789967445,4,590,742,1122,942,1978,4624,5253,5192,5855,5697,3192,1826,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.5948346838589,35.57474455639621,4,590,882,1358,1218,2143,4707,5327,5248,5790,5697,3321,1977,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59450129809879,35.57472932188616,4,604,715,1158,929,1989,4909,5591,5356,6051,6029,3049,1682,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59416791247186,35.57471408643729,4,604,597,1070,703,1967,5271,5949,5480,6272,6029,2850,1467,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.59383452697813,35.57469885004966,4,554,652,1112,752,1939,5187,5878,5636,6194,6462,2841,1429,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59350114161761,35.574683612723184,4,554,696,1092,528,1903,5496,6136,6088,6656,6462,2724,1230,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59316775639032,35.574668374457914,4,526,992,1188,678,1931,5579,6407,5880,6783,6605,2693,1147,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59283437129622,35.57465313525385,4,526,653,1002,587,1923,5332,5976,5832,6432,6605,2673,1202,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59250098633538,35.57463789511099,4,523,575,990,549,1975,5465,6148,6176,6513,6670,2629,1142,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59216760150777,35.574622654029305,4,523,526,996,536,1940,5639,6316,6240,6744,6670,2637,1127,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59183421681341,35.57460741200885,4,581,524,1050,516,1844,5789,6650,6708,6995,6905,2702,1182,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59150083225231,35.574592169049566,4,581,508,1028,494,1833,5796,6598,6616,7024,6905,2723,1182,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.59116744782447,35.574576925151504,4,616,550,1020,535,1736,5403,6194,6636,6625,6055,2822,1337,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.59083406352991,35.574561680314645,4,616,821,1154,1252,1834,3635,4224,3552,4626,6055,3280,1857,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58783361087748,35.574424434536844,4,632,949,1146,1038,1676,2642,3013,3432,3486,3787,2993,1770,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.5875002279161,35.574409180311996,4,632,780,1052,1142,1721,2696,3069,3260,3506,3787,2999,1763,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58716684508806,35.574393925148335,4,750,670,1144,1300,1832,2657,2953,3184,3461,3667,3110,1862,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58683346239341,35.57437866904595,4,750,596,969,1064,1703,2722,3154,3228,3707,3667,3065,1868,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58650007983215,35.57436341200466,4,1165,578,954,1166,1839,3081,3796,2990,4085,4069,3300,2210,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58616669740425,35.57434815402467,4,1165,614,938,1256,1887,3103,3726,2902,4177,4069,3306,2262,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58583331510977,35.574332895105854,4,1016,616,937,1134,1733,2659,3240,2844,3786,3802,3356,2158,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58549993294868,35.5743176352482,4,1016,626,838,1210,1708,2284,2732,2208,3401,3802,3497,2292,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.585166550921,35.57430237445184,4,779,606,864,1218,1581,2050,2571,2232,3393,3039,3577,2309,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58483316902674,35.57428711271667,5,779,593,846,1240,1588,1837,2109,2242,2793,3039,3647,2404,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58449978726591,35.574271850042685,5,556,615,866,1276,1646,1878,2179,2254,2618,2698,3781,2530,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58416640563851,35.574256586429904,5,556,656,888,1278,1689,1925,2243,2410,2788,2698,3802,2552,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58383302414457,35.574241321878375,5,547,622,812,1228,1589,1789,2107,2244,2583,2694,3772,2535,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58349964278406,35.574226056388014,5,547,616,824,1260,1568,1870,2129,2300,2655,2694,3730,2407,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58316626155703,35.574210789958855,4,765,536,774,1050,1374,1952,2352,2374,3051,3035,3236,2018,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58283288046346,35.574195522590934,4,765,532,806,996,1444,2128,2674,2620,3385,3035,3261,2013,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58249949950336,35.57418025428424,4,1116,522,788,959,1434,2161,2747,2822,3557,3393,3154,1973,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58216611867675,35.57416498503872,4,1195,570,886,1074,1608,2652,3075,2800,3556,4215,3129,1828,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Corn,-90.58183273798363,35.57414971485444,4,1195,552,838,1274,1752,2881,3275,2968,3691,4215,3079,1750,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Soybeans,-90.58149935742402,35.5741344437314,10,1279,568,847,1132,1961,3068,3411,3112,3722,6543,3380,2242,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.58116597699792,35.57411917166957,10,1279,1152,1710,2110,2592,3262,3385,3416,3718,6543,4133,3161,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.58083259670532,35.57410389866894,10,1149,782,971,1242,2041,3837,4241,4560,4781,6910,3306,1845,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.58049921654624,35.57408862472949,10,1149,556,965,1170,2127,3744,4243,4124,4578,6910,3180,1750,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.58016583652072,35.57407334985131,10,919,553,982,1006,1911,3803,4333,4376,4783,6230,2979,1737,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57983245662874,35.57405807403431,10,919,741,1006,745,1743,3961,4512,4676,4984,6230,2903,1696,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57949907687028,35.57404279727855,4,746,745,816,540,1469,4197,4873,4872,5445,5377,2737,1328,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5791656972454,35.57402751958401,4,746,531,820,548,1430,4166,4900,4796,5288,5377,2688,1245,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57883231775408,35.57401224095066,4,821,520,872,670,1519,4309,5073,5196,5520,5501,2683,1324,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57849893839634,35.573996961378526,4,821,475,930,548,1474,4282,4956,5068,5350,5501,2675,1376,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57816555917218,35.57398168086765,4,920,586,925,592,1600,4401,5093,5068,5445,4794,2739,1388,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.5778321800816,35.57396639941801,4,920,582,930,690,1490,4225,4728,5240,5378,4794,2923,1563,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Cotton,-90.57749880112462,35.57395111702953,4,826,696,1208,984,1766,2936,3426,3640,3947,4071,2636,1528,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57716542230125,35.573935833702315,4,826,642,1092,783,1570,3067,3537,3644,4184,4071,2138,1277,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5768320436115,35.57392054943631,4,662,874,947,822,1634,3056,3547,3700,4039,3950,2140,1199,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57649866505537,35.57390526423156,4,662,742,916,764,1631,2932,3396,3508,3879,3950,2156,1143,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57616528663286,35.573889978087976,4,563,1040,987,742,1495,2808,3357,3656,3816,3765,2128,1100,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.575831908344,35.57387469100565,4,563,862,977,767,1513,2813,3299,3560,3788,3765,2116,1061,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5754985301888,35.5738594029845,4,594,601,791,650,1351,2751,3277,3372,3733,3817,2064,1037,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57516515216723,35.573844114024666,4,594,600,774,648,1368,2770,3271,3364,3780,3817,2045,1039,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57483177427933,35.573828824125975,4,686,501,783,643,1352,2888,3429,3464,3886,3945,2065,1046,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57449839652512,35.573813533288515,4,686,490,890,786,1495,2960,3539,3392,3904,3945,2186,1115,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57416501890455,35.573798241512335,4,669,483,812,642,1524,2954,3490,3360,3905,3906,2182,1244,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.5738316414177,35.573782948797344,4,669,630,904,752,1544,2988,3548,3516,3940,3906,2139,1258,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Rice,-90.57349826406454,35.573767655143584,4,937,1006,1104,744,1552,2816,3239,3652,3770,3618,2233,1290,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Developed/Open Space,-90.57316488684508,35.57375236055106,5,937,1544,1872,1826,2004,2967,3453,3984,3773,3618,3307,2341,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57283150975933,35.57373706501975,5,1323,1554,1796,2046,2317,2470,2580,3260,2828,2883,4057,3711,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.5724981328073,35.57372176854963,5,1323,1672,1786,2002,2225,2434,2603,3332,2778,2883,3981,3627,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.572164755989,35.57370647114078,5,1450,1656,1786,1920,2117,2323,2475,3288,2796,2772,3764,3305,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.57183137930443,35.57369117279324,5,1450,1512,1826,1854,2077,2292,2388,3212,2631,2772,3726,3326,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
Fallow/Idle Cropland,-90.5714980027536,35.57367587350685,10,1658,1500,1932,2092,2519,2843,2924,2918,3079,6057,4019,3797,"484932, 1401912, 489035, 1405125",2019,15SYV_1,2019-09-08
